#,Date,Time,Stage,Area,Duration
1507,2021-11-06,10:00,Stage 1,Area 3,120
1508,2021-11-06,12:00,Stage 1,Area 4,128
1509,2021-11-06,14:00,Stage 1,Area 5,125
1510,2021-11-06,16:00,Stage 1,Area 6,135
1511,2021-11-06,18:00,Stage 1,Area 7,130
1512,2021-11-06,20:00,Stage 1,Area 8,126
1513,2021-11-06,22:00,Stage 2,Area 1,120
1514,2021-11-06,22:00,Stage 2,Area 9,131
1515,2021-11-07,0:00,Stage 2,Area 2,133
1516,2021-11-07,0:00,Stage 2,Area 10,120
1517,2021-11-07,2:00,Stage 2,Area 3,130
1518,2021-11-07,2:00,Stage 2,Area 11,134
1519,2021-11-07,4:00,Stage 2,Area 4,64
1520,2021-11-07,4:00,Stage 2,Area 12,63
1521,2021-11-07,6:00,Stage 1,Area 13,120
1522,2021-11-07,8:00,Stage 1,Area 14,150
1523,2021-11-07,10:00,Stage 1,Area 15,128
1524,2021-11-07,12:00,Stage 1,Area 16,133
1525,2021-11-07,14:00,Stage 1,Area 1,139
1526,2021-11-07,16:00,Stage 1,Area 2,131
1527,2021-11-07,18:00,Stage 1,Area 3,130
1528,2021-11-07,20:00,Stage 1,Area 4,163
1529,2021-11-07,22:00,Stage 2,Area 5,132
1530,2021-11-08,0:00,Stage 2,Area 14,134
1531,2021-11-08,0:00,Stage 2,Area 6,136
1532,2021-11-08,2:00,Stage 2,Area 15,123
1533,2021-11-08,2:00,Stage 2,Area 7,135
1534,2021-11-08,4:00,Stage 2,Area 16,124
1535,2021-11-08,4:00,Stage 2,Area 8,125
1536,2021-11-08,6:00,Stage 1,Area 9,133
1537,2021-11-08,8:00,Stage 1,Area 10,120
1538,2021-11-08,10:00,Stage 1,Area 11,128
1539,2021-11-08,12:00,Stage 1,Area 12,130
1540,2021-11-08,13:00,Stage 2,Area 8,75
1541,2021-11-08,13:00,Stage 2,Area 4,85
1542,2021-11-08,14:00,Stage 3,Area 5,140
1543,2021-11-08,14:00,Stage 3,Area 13,120
1544,2021-11-08,14:00,Stage 3,Area 9,135
1545,2021-11-08,16:00,Stage 3,Area 6,120
1546,2021-11-08,16:00,Stage 3,Area 14,140
1547,2021-11-08,16:00,Stage 3,Area 10,135
1548,2021-11-08,18:00,Stage 3,Area 7,140
1549,2021-11-08,18:00,Stage 3,Area 15,133
1550,2021-11-08,18:00,Stage 3,Area 11,130
1551,2021-11-08,20:00,Stage 3,Area 8,135
1552,2021-11-08,20:00,Stage 3,Area 16,140
1553,2021-11-08,20:00,Stage 3,Area 12,150
1554,2021-11-08,22:00,Stage 4,Area 13,130
1555,2021-11-08,22:00,Stage 4,Area 5,136
1556,2021-11-08,22:00,Stage 4,Area 9,140
1557,2021-11-08,22:00,Stage 4,Area 1,130
1558,2021-11-09,0:00,Stage 4,Area 3,140
1559,2021-11-09,0:00,Stage 4,Area 7,140
1560,2021-11-09,0:00,Stage 4,Area 11,170
1561,2021-11-09,0:00,Stage 4,Area 15,126
1562,2021-11-09,2:00,Stage 4,Area 4,131
1563,2021-11-09,2:00,Stage 4,Area 8,154
1564,2021-11-09,2:00,Stage 4,Area 12,133
1565,2021-11-09,2:00,Stage 4,Area 16,159
1566,2021-11-09,4:00,Stage 4,Area 1,70
1567,2021-11-09,4:00,Stage 4,Area 5,70
1568,2021-11-09,4:00,Stage 4,Area 9,75
1569,2021-11-09,4:00,Stage 4,Area 13,135
1570,2021-11-09,6:00,Stage 3,Area 2,143
1571,2021-11-09,6:00,Stage 3,Area 6,151
1572,2021-11-09,6:00,Stage 3,Area 14,163
1573,2021-11-09,8:00,Stage 3,Area 3,131
1574,2021-11-09,8:00,Stage 3,Area 7,173
1575,2021-11-09,8:00,Stage 3,Area 15,143
1576,2021-11-09,10:00,Stage 3,Area 4,137
1577,2021-11-09,10:00,Stage 3,Area 8,145
1578,2021-11-09,10:00,Stage 3,Area 16,159
1579,2021-11-09,12:00,Stage 3,Area 1,120
1580,2021-11-09,12:00,Stage 3,Area 5,125
1581,2021-11-09,12:00,Stage 3,Area 9,130
1582,2021-11-09,14:00,Stage 3,Area 2,140
1583,2021-11-09,14:00,Stage 3,Area 6,165
1584,2021-11-09,14:00,Stage 3,Area 10,185
1585,2021-11-09,16:00,Stage 3,Area 3,130
1586,2021-11-09,16:00,Stage 3,Area 7,128
1587,2021-11-09,16:00,Stage 3,Area 11,140
1588,2021-11-09,18:00,Stage 3,Area 4,131
1589,2021-11-09,18:00,Stage 3,Area 8,170
1590,2021-11-09,18:00,Stage 3,Area 12,131
1591,2021-11-09,20:00,Stage 3,Area 5,137
1592,2021-11-09,20:00,Stage 3,Area 9,139
1593,2021-11-09,20:00,Stage 3,Area 13,147
1594,2021-11-09,22:00,Stage 4,Area 2,199
1595,2021-11-09,22:00,Stage 4,Area 6,120
1596,2021-11-09,22:00,Stage 4,Area 10,120
1597,2021-11-09,22:00,Stage 4,Area 14,120
1598,2021-11-10,0:00,Stage 4,Area 3,135
1599,2021-11-10,0:00,Stage 4,Area 7,176
1600,2021-11-10,0:00,Stage 4,Area 11,139
1601,2021-11-10,0:00,Stage 4,Area 15,138
1602,2021-11-10,2:00,Stage 4,Area 4,130
1603,2021-11-10,2:00,Stage 4,Area 8,130
1604,2021-11-10,2:00,Stage 4,Area 12,130
1605,2021-11-10,2:00,Stage 4,Area 16,140
1606,2021-11-10,4:00,Stage 4,Area 1,80
1607,2021-11-10,4:00,Stage 4,Area 5,80
1608,2021-11-10,4:00,Stage 4,Area 9,80
1609,2021-11-10,4:00,Stage 4,Area 13,80
1610,2021-11-10,6:00,Stage 2,Area 2,139
1611,2021-11-10,6:00,Stage 2,Area 10,150
1612,2021-11-10,8:00,Stage 2,Area 3,131
1613,2021-11-10,8:00,Stage 2,Area 11,149
1614,2021-11-10,10:00,Stage 2,Area 4,140
1615,2021-11-10,10:00,Stage 2,Area 12,136
1616,2021-11-10,12:00,Stage 2,Area 5,130
1617,2021-11-10,12:00,Stage 2,Area 13,120
1618,2021-11-10,14:00,Stage 2,Area 6,124
1619,2021-11-10,14:00,Stage 2,Area 14,138
1620,2021-11-10,16:00,Stage 2,Area 7,125
1621,2021-11-10,16:00,Stage 2,Area 15,131
1622,2021-11-10,20:00,Stage 2,Area 1,140
1623,2021-11-10,20:00,Stage 2,Area 9,135
1624,2021-11-10,22:00,Stage 3,Area 2,130
1625,2021-11-10,22:00,Stage 3,Area 6,120
1626,2021-11-10,22:00,Stage 3,Area 10,120
1627,2021-11-11,0:00,Stage 3,Area 3,120
1628,2021-11-11,0:00,Stage 3,Area 7,130
1629,2021-11-11,0:00,Stage 3,Area 11,130
1630,2021-11-11,2:00,Stage 3,Area 4,135
1631,2021-11-11,2:00,Stage 3,Area 8,135
1632,2021-11-11,2:00,Stage 3,Area 12,135
1633,2021-11-11,4:00,Stage 3,Area 5,60
1634,2021-11-11,4:00,Stage 3,Area 9,60
1635,2021-11-11,4:00,Stage 3,Area 13,60
1636,2021-11-11,6:00,Stage 2,Area 6,141
1637,2021-11-11,6:00,Stage 2,Area 14,145
1638,2021-11-11,8:00,Stage 2,Area 7,140
1639,2021-11-11,8:00,Stage 2,Area 15,132
1640,2021-11-11,10:00,Stage 2,Area 8,139
1641,2021-11-11,10:00,Stage 2,Area 16,133
1642,2021-11-11,12:00,Stage 1,Area 1,130
1643,2021-11-11,14:00,Stage 1,Area 2,131
1644,2021-11-11,16:00,Stage 1,Area 3,125
1645,2021-11-11,18:00,Stage 1,Area 4,128
1646,2021-11-11,20:00,Stage 1,Area 5,128
1647,2021-11-11,22:00,Stage 2,Area 6,120
1648,2021-11-11,22:00,Stage 2,Area 14,120
1649,2021-11-12,0:00,Stage 2,Area 7,130
1650,2021-11-12,0:00,Stage 2,Area 15,128
1651,2021-11-12,2:00,Stage 2,Area 8,135
1652,2021-11-12,2:00,Stage 2,Area 16,166
1653,2021-11-12,4:00,Stage 2,Area 1,47
1654,2021-11-12,4:00,Stage 2,Area 9,47
1655,2021-11-17,14:00,Stage 1,Area 1,134
1656,2021-11-17,16:00,Stage 1,Area 9,131
1657,2021-11-17,18:00,Stage 1,Area 10,130
1658,2021-11-17,20:00,Stage 1,Area 11,130
1659,2021-11-17,22:00,Stage 2,Area 12,120
1660,2021-11-17,22:00,Stage 2,Area 4,130
1661,2021-11-18,0:00,Stage 2,Area 5,132
1662,2021-11-18,0:00,Stage 2,Area 13,128
1663,2021-11-18,2:00,Stage 2,Area 6,130
1664,2021-11-18,2:00,Stage 2,Area 14,128
1665,2021-11-18,4:00,Stage 2,Area 7,139
1666,2021-11-18,4:00,Stage 2,Area 15,128
1667,2021-11-18,6:00,Stage 1,Area 16,132
1668,2021-11-18,8:00,Stage 1,Area 1,130
1669,2021-11-18,10:00,Stage 1,Area 2,128
1670,2021-11-18,12:00,Stage 1,Area 3,136
1671,2021-11-18,14:00,Stage 1,Area 4,133
1672,2021-11-18,16:00,Stage 1,Area 5,134
1673,2021-11-18,18:00,Stage 1,Area 6,128
1674,2021-12-04,21:00,Stage 2,Area 7,65
1675,2021-12-04,21:00,Stage 2,Area 15,65
1676,2021-12-04,22:00,Stage 2,Area 8,130
1677,2021-12-04,22:00,Stage 2,Area 16,130
1678,2021-12-05,0:00,Stage 2,Area 2,130
1679,2021-12-05,0:00,Stage 2,Area 10,135
1680,2021-12-05,2:00,Stage 2,Area 11,131
1681,2021-12-05,2:00,Stage 2,Area 3,120
1682,2021-12-05,4:00,Stage 2,Area 4,125
1683,2021-12-05,4:00,Stage 2,Area 12,130
1684,2021-12-05,6:00,Stage 1,Area 5,135
1685,2021-12-05,8:00,Stage 1,Area 6,137
1686,2021-12-05,10:00,Stage 1,Area 7,135
1687,2021-12-05,12:00,Stage 1,Area 8,127
1688,2021-12-05,14:00,Stage 1,Area 9,130
1689,2021-12-05,16:00,Stage 1,Area 10,130
1690,2021-12-05,18:00,Stage 1,Area 11,126
1691,2021-12-05,20:00,Stage 1,Area 12,50
1692,2022-02-02,12:00,Stage 1,Area 3,130
1693,2022-02-02,14:00,Stage 1,Area 4,130
1694,2022-02-02,16:00,Stage 1,Area 5,133
1695,2022-02-02,18:00,Stage 1,Area 6,135
1696,2022-02-02,20:00,Stage 1,Area 7,160
1697,2022-02-02,22:00,Stage 2,Area 8,120
1698,2022-02-02,22:00,Stage 2,Area 16,120
1699,2022-02-03,0:00,Stage 2,Area 1,140
1700,2022-02-03,0:00,Stage 2,Area 9,140
1701,2022-02-03,2:00,Stage 2,Area 2,135
1702,2022-02-03,2:00,Stage 2,Area 10,140
1703,2022-02-03,4:00,Stage 2,Area 3,135
1704,2022-02-03,4:00,Stage 2,Area 11,130
1705,2022-02-03,6:00,Stage 1,Area 12,130
1706,2022-02-03,8:00,Stage 1,Area 13,138
1707,2022-02-03,10:00,Stage 1,Area 14,127
1708,2022-02-03,12:00,Stage 1,Area 15,128
1709,2022-02-03,14:00,Stage 1,Area 16,128
1710,2022-02-03,16:00,Stage 1,Area 1,120
1711,2022-02-03,18:00,Stage 1,Area 2,126
1712,2022-02-03,20:00,Stage 1,Area 3,130
1713,2022-02-03,22:00,Stage 1,Area 4,120
1714,2022-02-03,22:00,Stage 1,Area 12,120
1715,2022-02-04,0:00,Stage 2,Area 5,140
1716,2022-02-04,0:00,Stage 2,Area 13,120
1717,2022-02-04,2:00,Stage 2,Area 6,140
1718,2022-02-04,2:00,Stage 2,Area 14,135
1719,2022-02-04,4:00,Stage 2,Area 7,130
1720,2022-02-04,4:00,Stage 2,Area 15,134
1721,2022-02-04,6:00,Stage 1,Area 8,128
1722,2022-02-04,8:00,Stage 1,Area 9,141
1723,2022-02-04,10:00,Stage 1,Area 10,120
1724,2022-02-04,12:00,Stage 1,Area 11,135
1725,2022-02-04,14:00,Stage 1,Area 12,140
1726,2022-02-04,16:00,Stage 1,Area 13,120
1727,2022-02-04,18:00,Stage 1,Area 14,142
1728,2022-02-04,20:00,Stage 1,Area 15,139
1729,2022-02-04,22:00,Stage 1,Area 16,133
1730,2022-02-05,0:00,Stage 1,Area 2,134
1731,2022-02-05,2:00,Stage 1,Area 3,128
1732,2022-02-05,4:00,Stage 1,Area 4,125
1733,2022-02-05,22:00,Stage 1,Area 13,135
1734,2022-02-06,0:00,Stage 1,Area 14,165
1735,2022-02-06,2:00,Stage 1,Area 15,130
1736,2022-02-06,4:00,Stage 1,Area 16,152
1737,2022-02-06,14:00,Stage 1,Area 5,129
1738,2022-02-06,16:00,Stage 1,Area 6,135
1739,2022-02-06,18:00,Stage 1,Area 7,139
1740,2022-02-07,21:00,Stage 2,Area 4,85
1741,2022-02-07,21:00,Stage 2,Area 12,76
1742,2022-02-07,22:00,Stage 2,Area 5,145
1743,2022-02-07,22:00,Stage 2,Area 13,154
1744,2022-02-08,0:00,Stage 2,Area 6,145
1745,2022-02-08,0:00,Stage 2,Area 14,152
1746,2022-02-08,2:00,Stage 2,Area 7,145
1747,2022-02-08,2:00,Stage 2,Area 15,135
1748,2022-02-08,4:00,Stage 2,Area 8,55
1749,2022-02-08,4:00,Stage 2,Area 16,50
1750,2022-03-07,18:00,Stage 1,Area 3,135
1751,2022-03-07,22:00,Stage 2,Area 5,137
1752,2022-03-07,22:00,Stage 2,Area 13,137
1753,2022-03-08,0:00,Stage 2,Area 6,130
1754,2022-03-08,0:00,Stage 2,Area 14,146
1755,2022-03-08,2:00,Stage 2,Area 7,137
1756,2022-03-08,2:00,Stage 2,Area 15,137
1757,2022-03-08,4:00,Stage 2,Area 8,130
1758,2022-03-08,4:00,Stage 2,Area 16,130
1759,2022-03-08,6:00,Stage 1,Area 9,129
1760,2022-03-08,8:00,Stage 1,Area 10,138
1761,2022-03-08,10:00,Stage 1,Area 11,131
1762,2022-03-08,12:00,Stage 1,Area 12,132
1763,2022-03-08,14:00,Stage 1,Area 13,125
1764,2022-03-08,16:00,Stage 1,Area 14,125
1765,2022-03-08,18:00,Stage 1,Area 15,130
1766,2022-03-08,20:00,Stage 1,Area 16,145
1767,2022-03-08,22:00,Stage 2,Area 1,145
1768,2022-03-08,22:00,Stage 2,Area 9,143
1769,2022-03-09,0:00,Stage 2,Area 3,150
1770,2022-03-09,0:00,Stage 2,Area 11,135
1771,2022-03-09,2:00,Stage 2,Area 4,135
1772,2022-03-09,2:00,Stage 2,Area 12,138
1773,2022-03-09,4:00,Stage 2,Area 5,140
1774,2022-03-09,4:00,Stage 2,Area 13,134
1775,2022-03-09,6:00,Stage 1,Area 6,145
1776,2022-03-09,8:00,Stage 1,Area 7,145
1777,2022-03-09,10:00,Stage 3,Area 4,147
1778,2022-03-09,10:00,Stage 3,Area 8,150
1779,2022-03-09,10:00,Stage 3,Area 16,140
1780,2022-03-09,12:00,Stage 3,Area 1,120
1781,2022-03-09,12:00,Stage 3,Area 5,138
1782,2022-03-09,12:00,Stage 3,Area 9,135
1783,2022-03-09,14:00,Stage 3,Area 2,137
1784,2022-03-09,14:00,Stage 3,Area 6,120
1785,2022-03-09,14:00,Stage 3,Area 10,120
1786,2022-03-09,16:00,Stage 3,Area 3,120
1787,2022-03-09,16:00,Stage 3,Area 7,140
1788,2022-03-09,16:00,Stage 3,Area 11,150
1789,2022-03-09,18:00,Stage 3,Area 4,133
1790,2022-03-09,18:00,Stage 3,Area 8,142
1791,2022-03-09,18:00,Stage 3,Area 12,135
1792,2022-03-09,20:00,Stage 3,Area 5,145
1793,2022-03-09,20:00,Stage 3,Area 9,150
1794,2022-03-09,20:00,Stage 3,Area 13,150
1795,2022-03-09,22:00,Stage 4,Area 2,142
1796,2022-03-09,22:00,Stage 4,Area 6,300
1797,2022-03-09,22:00,Stage 4,Area 10,210
1798,2022-03-09,22:00,Stage 4,Area 14,180
1799,2022-03-10,0:00,Stage 4,Area 3,155
1800,2022-03-10,0:00,Stage 4,Area 7,150
1801,2022-03-10,0:00,Stage 4,Area 11,130
1802,2022-03-10,0:00,Stage 4,Area 15,150
1803,2022-03-10,2:00,Stage 4,Area 4,137
1804,2022-03-10,2:00,Stage 4,Area 8,140
1805,2022-03-10,2:00,Stage 4,Area 12,165
1806,2022-03-10,2:00,Stage 4,Area 16,150
1807,2022-03-10,4:00,Stage 4,Area 1,120
1808,2022-03-10,4:00,Stage 4,Area 5,150
1809,2022-03-10,4:00,Stage 4,Area 9,152
1810,2022-03-10,4:00,Stage 4,Area 13,130
1811,2022-03-10,6:00,Stage 3,Area 2,142
1812,2022-03-10,6:00,Stage 3,Area 10,135
1813,2022-03-10,6:00,Stage 3,Area 14,140
1814,2022-03-10,8:00,Stage 3,Area 3,135
1815,2022-03-10,8:00,Stage 3,Area 11,140
1816,2022-03-10,8:00,Stage 3,Area 15,150
1817,2022-03-10,10:00,Stage 3,Area 4,135
1818,2022-03-10,10:00,Stage 3,Area 12,139
1819,2022-03-10,10:00,Stage 3,Area 16,130
1820,2022-03-10,12:00,Stage 3,Area 1,120
1821,2022-03-10,12:00,Stage 3,Area 5,135
1822,2022-03-10,12:00,Stage 3,Area 13,120
1823,2022-03-10,14:00,Stage 3,Area 2,138
1824,2022-03-10,14:00,Stage 3,Area 6,120
1825,2022-03-10,14:00,Stage 3,Area 14,140
1826,2022-03-10,16:00,Stage 3,Area 3,120
1827,2022-03-10,16:00,Stage 3,Area 7,135
1828,2022-03-10,16:00,Stage 3,Area 15,139
1829,2022-03-10,18:00,Stage 3,Area 4,126
1830,2022-03-10,18:00,Stage 3,Area 8,132
1831,2022-03-10,18:00,Stage 3,Area 16,135
1832,2022-03-10,20:00,Stage 3,Area 1,147
1833,2022-03-10,20:00,Stage 3,Area 5,145
1834,2022-03-10,20:00,Stage 3,Area 9,150
1835,2022-03-10,22:00,Stage 3,Area 2,131
1836,2022-03-10,22:00,Stage 3,Area 6,150
1837,2022-03-10,22:00,Stage 3,Area 10,142
1838,2022-03-11,0:00,Stage 3,Area 3,150
1839,2022-03-11,0:00,Stage 3,Area 7,140
1840,2022-03-11,0:00,Stage 3,Area 11,132
1841,2022-03-11,2:00,Stage 3,Area 4,134
1842,2022-03-11,2:00,Stage 3,Area 8,130
1843,2022-03-11,2:00,Stage 3,Area 12,132
1844,2022-03-11,4:00,Stage 3,Area 5,130
1845,2022-03-11,4:00,Stage 3,Area 9,130
1846,2022-03-11,4:00,Stage 3,Area 13,132
1847,2022-03-11,6:00,Stage 1,Area 14,120
1848,2022-03-11,8:00,Stage 1,Area 15,130
1849,2022-03-11,10:00,Stage 1,Area 16,128
1850,2022-03-11,12:00,Stage 1,Area 1,53
1851,2022-03-11,22:00,Stage 2,Area 6,140
1852,2022-03-11,22:00,Stage 2,Area 14,130
1853,2022-03-12,0:00,Stage 2,Area 7,135
1854,2022-03-12,0:00,Stage 2,Area 15,130
1855,2022-03-12,2:00,Stage 2,Area 8,140
1856,2022-03-12,2:00,Stage 2,Area 16,135
1857,2022-03-12,4:00,Stage 2,Area 1,144
1858,2022-03-12,4:00,Stage 2,Area 9,139
1859,2022-03-12,6:00,Stage 1,Area 10,134
1860,2022-03-12,8:00,Stage 1,Area 11,135
1861,2022-03-12,10:00,Stage 1,Area 12,134
1862,2022-03-12,12:00,Stage 1,Area 12,120
1863,2022-03-12,14:00,Stage 1,Area 14,120
1864,2022-03-12,22:00,Stage 1,Area 10,140
1865,2022-03-13,0:00,Stage 2,Area 4,135
1866,2022-03-13,0:00,Stage 2,Area 12,142
1867,2022-03-13,2:00,Stage 2,Area 5,147
1868,2022-03-13,2:00,Stage 2,Area 13,128
1869,2022-03-13,4:00,Stage 2,Area 6,125
1870,2022-03-13,4:00,Stage 2,Area 14,135
1871,2022-03-13,8:00,Stage 1,Area 8,150
1872,2022-03-13,10:00,Stage 1,Area 9,129
1873,2022-03-13,12:00,Stage 1,Area 10,120
1874,2022-03-13,14:00,Stage 1,Area 11,130
1875,2022-03-13,16:00,Stage 1,Area 12,124
1876,2022-03-13,18:00,Stage 1,Area 13,120
1877,2022-04-11,18:18,Stage 1,Area 4,107
1878,2022-04-11,22:00,Stage 2,Area 6,130
1879,2022-04-11,22:00,Stage 2,Area 14,130
1880,2022-04-12,0:00,Stage 2,Area 7,120
1881,2022-04-12,0:00,Stage 2,Area 15,138
1882,2022-04-12,2:00,Stage 2,Area 8,120
1883,2022-04-12,2:00,Stage 2,Area 16,120
1884,2022-04-12,18:00,Stage 1,Area 16,126
1885,2022-04-12,22:00,Stage 2,Area 2,139
1886,2022-04-12,22:00,Stage 2,Area 10,134
1887,2022-04-13,0:00,Stage 2,Area 4,137
1888,2022-04-13,0:00,Stage 2,Area 12,125
1889,2022-04-13,2:00,Stage 2,Area 5,145
1890,2022-04-13,2:00,Stage 2,Area 13,163
1891,2022-04-13,4:00,Stage 2,Area 6,145
1892,2022-04-13,4:00,Stage 2,Area 14,135
1893,2022-04-13,6:00,Stage 1,Area 7,135
1894,2022-04-13,8:00,Stage 1,Area 8,134
1895,2022-04-13,10:00,Stage 1,Area 9,129
1896,2022-04-13,12:00,Stage 1,Area 10,120
1897,2022-04-13,14:00,Stage 1,Area 11,127
1898,2022-04-13,16:00,Stage 1,Area 12,125
1899,2022-04-13,18:00,Stage 1,Area 13,128
1900,2022-04-13,20:00,Stage 1,Area 14,135
1901,2022-04-13,22:00,Stage 2,Area 7,137
1902,2022-04-13,22:00,Stage 2,Area 15,135
1903,2022-04-14,0:00,Stage 2,Area 8,145
1904,2022-04-14,0:00,Stage 2,Area 16,143
1905,2022-04-14,2:00,Stage 2,Area 1,140
1906,2022-04-14,2:00,Stage 2,Area 9,192
1907,2022-04-14,4:00,Stage 2,Area 2,140
1908,2022-04-14,4:00,Stage 2,Area 10,135
1909,2022-04-14,6:00,Stage 1,Area 3,125
1910,2022-04-14,8:00,Stage 1,Area 4,130
1911,2022-04-14,10:00,Stage 1,Area 5,131
1912,2022-04-14,12:00,Stage 1,Area 6,120
1913,2022-04-14,14:00,Stage 1,Area 7,132
1914,2022-04-14,16:00,Stage 1,Area 8,130
1915,2022-04-14,18:00,Stage 1,Area 9,136
1916,2022-04-14,20:00,Stage 1,Area 10,142
1917,2022-04-14,22:00,Stage 2,Area 3,133
1918,2022-04-14,22:00,Stage 2,Area 11,140
1919,2022-04-15,0:00,Stage 2,Area 4,131
1920,2022-04-15,0:00,Stage 2,Area 12,134
1921,2022-04-15,2:00,Stage 2,Area 5,139
1922,2022-04-15,2:00,Stage 2,Area 13,124
1923,2022-04-15,4:00,Stage 2,Area 6,71
1924,2022-04-15,4:00,Stage 2,Area 14,64
1925,2022-04-17,22:00,Stage 2,Area 4,133
1926,2022-04-17,22:00,Stage 2,Area 12,138
1927,2022-04-18,0:00,Stage 2,Area 5,145
1928,2022-04-18,0:00,Stage 2,Area 13,127
1929,2022-04-18,2:00,Stage 2,Area 6,140
1930,2022-04-18,2:00,Stage 2,Area 14,148
1931,2022-04-18,4:00,Stage 2,Area 7,135
1932,2022-04-18,4:00,Stage 2,Area 15,127
1933,2022-04-18,6:00,Stage 1,Area 16,129
1934,2022-04-18,8:00,Stage 1,Area 1,125
1935,2022-04-18,10:00,Stage 1,Area 2,125
1936,2022-04-18,12:00,Stage 1,Area 3,155
1937,2022-04-18,14:00,Stage 1,Area 4,127
1938,2022-04-18,16:00,Stage 1,Area 5,128
1939,2022-04-18,18:00,Stage 1,Area 6,138
1940,2022-04-18,20:00,Stage 1,Area 7,137
1941,2022-04-18,22:00,Stage 2,Area 8,143
1942,2022-04-18,22:00,Stage 2,Area 16,137
1943,2022-04-19,0:00,Stage 2,Area 1,142
1944,2022-04-19,0:00,Stage 2,Area 9,139
1945,2022-04-19,2:00,Stage 2,Area 2,146
1946,2022-04-19,2:00,Stage 2,Area 10,151
1947,2022-04-19,4:00,Stage 2,Area 3,133
1948,2022-04-19,4:00,Stage 2,Area 11,142
1949,2022-04-19,6:00,Stage 1,Area 12,140
1950,2022-04-19,8:00,Stage 3,Area 5,148
1951,2022-04-19,8:00,Stage 3,Area 9,152
1952,2022-04-19,8:00,Stage 3,Area 13,138
1953,2022-04-19,10:00,Stage 3,Area 6,120
1954,2022-04-19,10:00,Stage 3,Area 10,120
1955,2022-04-19,10:00,Stage 3,Area 14,165
1956,2022-04-19,12:00,Stage 3,Area 7,144
1957,2022-04-19,12:00,Stage 3,Area 11,153
1958,2022-04-19,12:00,Stage 3,Area 15,149
1959,2022-04-19,14:00,Stage 3,Area 8,148
1960,2022-04-19,14:00,Stage 3,Area 12,140
1961,2022-04-19,14:00,Stage 3,Area 16,133
1962,2022-04-19,16:00,Stage 3,Area 1,134
1963,2022-04-19,16:00,Stage 3,Area 9,140
1964,2022-04-19,16:00,Stage 3,Area 13,139
1965,2022-04-19,18:00,Stage 3,Area 2,150
1966,2022-04-19,18:00,Stage 3,Area 10,142
1967,2022-04-19,18:00,Stage 3,Area 14,130
1968,2022-04-19,20:00,Stage 3,Area 3,162
1969,2022-04-19,20:00,Stage 3,Area 11,140
1970,2022-04-19,20:00,Stage 3,Area 15,145
1971,2022-04-19,22:00,Stage 4,Area 4,153
1972,2022-04-19,22:00,Stage 4,Area 12,135
1973,2022-04-19,22:00,Stage 4,Area 16,143
1974,2022-04-19,22:00,Stage 4,Area 8,145
1975,2022-04-20,0:00,Stage 4,Area 1,142
1976,2022-04-20,0:00,Stage 4,Area 5,150
1977,2022-04-20,0:00,Stage 4,Area 9,133
1978,2022-04-20,0:00,Stage 4,Area 13,147
1979,2022-04-20,2:00,Stage 4,Area 2,135
1980,2022-04-20,2:00,Stage 4,Area 6,165
1981,2022-04-20,2:00,Stage 4,Area 10,160
1982,2022-04-20,2:00,Stage 4,Area 14,165
1983,2022-04-20,4:00,Stage 4,Area 3,167
1984,2022-04-20,4:00,Stage 4,Area 7,120
1985,2022-04-20,4:00,Stage 4,Area 11,150
1986,2022-04-20,4:00,Stage 4,Area 15,120
1987,2022-04-20,6:00,Stage 3,Area 4,165
1988,2022-04-20,6:00,Stage 3,Area 8,165
1989,2022-04-20,6:00,Stage 3,Area 16,165
1990,2022-04-20,8:00,Stage 3,Area 1,120
1991,2022-04-20,8:00,Stage 3,Area 5,134
1992,2022-04-20,8:00,Stage 3,Area 9,132
1993,2022-04-20,10:00,Stage 3,Area 2,135
1994,2022-04-20,10:00,Stage 3,Area 6,120
1995,2022-04-20,10:00,Stage 3,Area 10,162
1996,2022-04-20,12:00,Stage 3,Area 3,141
1997,2022-04-20,12:00,Stage 3,Area 7,141
1998,2022-04-20,12:00,Stage 3,Area 11,149
1999,2022-04-20,14:00,Stage 3,Area 4,138
2000,2022-04-20,14:00,Stage 3,Area 8,145
2001,2022-04-20,14:00,Stage 3,Area 12,150
2002,2022-04-20,16:00,Stage 3,Area 5,136
2003,2022-04-20,16:00,Stage 3,Area 9,142
2004,2022-04-20,16:00,Stage 3,Area 13,140
2005,2022-04-20,18:00,Stage 3,Area 6,140
2006,2022-04-20,18:00,Stage 3,Area 10,145
2007,2022-04-20,18:00,Stage 3,Area 14,130
2008,2022-04-20,20:00,Stage 3,Area 7,159
2009,2022-04-20,20:00,Stage 3,Area 11,135
2010,2022-04-20,20:00,Stage 3,Area 15,130
2011,2022-04-20,22:00,Stage 3,Area 8,135
2012,2022-04-20,22:00,Stage 3,Area 12,150
2013,2022-04-20,22:00,Stage 3,Area 16,158
2014,2022-04-21,0:00,Stage 3,Area 2,140
2015,2022-04-21,0:00,Stage 3,Area 10,166
2016,2022-04-21,0:00,Stage 3,Area 14,130
2017,2022-04-21,2:00,Stage 3,Area 3,140
2018,2022-04-21,2:00,Stage 3,Area 11,150
2019,2022-04-21,2:00,Stage 3,Area 15,161
2020,2022-04-21,4:00,Stage 3,Area 4,140
2021,2022-04-21,4:00,Stage 3,Area 12,140
2022,2022-04-21,4:00,Stage 3,Area 16,181
2023,2022-04-21,6:00,Stage 2,Area 5,129
