#,Date,Time,Stage,Area,Duration
1,2020-01-04,22:00,Stage 2,Area 8,119
2,2020-01-04,22:00,Stage 2,Area 16,130
3,2020-01-05,0:00,Stage 2,Area 10,127
4,2020-01-05,0:00,Stage 2,Area 2,136
5,2020-01-05,2:00,Stage 2,Area 3,129
6,2020-01-05,2:00,Stage 2,Area 11,133
7,2020-01-05,4:00,Stage 2,Area 4,133
8,2020-01-05,4:00,Stage 2,Area 12,138
9,2020-01-05,6:00,Stage 2,Area 13,131
10,2020-01-05,6:00,Stage 2,Area 5,137
11,2020-01-05,8:00,Stage 2,Area 14,133
12,2020-01-05,8:04,Stage 2,Area 6,123
13,2020-01-05,10:00,Stage 2,Area 7,133
14,2020-01-05,10:00,Stage 2,Area 15,135
15,2020-01-05,12:00,Stage 2,Area 8,137
16,2020-01-05,12:00,Stage 2,Area 16,133
17,2020-01-05,14:00,Stage 2,Area 9,136
18,2020-01-05,14:00,Stage 2,Area 1,129
19,2020-01-05,16:03,Stage 2,Area 10,119
20,2020-01-05,16:03,Stage 2,Area 2,123
21,2020-01-05,18:00,Stage 2,Area 11,134
22,2020-01-05,18:00,Stage 2,Area 3,120
23,2020-01-05,20:00,Stage 2,Area 12,137
24,2020-01-05,20:00,Stage 2,Area 4,131
25,2020-01-05,22:00,Stage 2,Area 13,23
26,2020-01-05,22:00,Stage 2,Area 5,32
27,2020-01-08,1:00,Stage 2,Area 14,68
28,2020-01-08,1:00,Stage 2,Area 6,73
29,2020-01-08,2:00,Stage 2,Area 7,131
30,2020-01-08,2:00,Stage 2,Area 15,133
31,2020-01-08,4:00,Stage 2,Area 8,123
32,2020-01-08,4:00,Stage 2,Area 16,129
33,2020-01-08,21:00,Stage 2,Area 8,68
34,2020-01-08,21:00,Stage 2,Area 16,72
35,2020-01-08,22:00,Stage 2,Bellville South,121
36,2020-01-08,22:00,Stage 2,Boston,121
37,2020-01-08,22:00,Stage 2,City (Bellville),121
38,2020-01-08,22:00,Stage 2,Parow South,121
39,2020-01-08,22:00,Stage 2,Sacks Circle,121
40,2020-01-08,22:00,Stage 2,Triangle,121
41,2020-01-08,22:00,Stage 2,Tygerberg Hospital,121
42,2020-01-08,22:00,Stage 2,Area 9,124
43,2020-01-09,0:01,Stage 2,Heldeberg,119
44,2020-01-09,0:01,Stage 2,Somerset West,139
45,2020-01-09,0:01,Stage 2,Strand,139
46,2020-01-09,0:01,Stage 2,Area 11,129
47,2020-01-09,2:00,Stage 2,Area 4,131
48,2020-01-09,2:00,Stage 2,Area 12,134
49,2020-01-09,4:00,Stage 2,Area 5,128
50,2020-01-09,4:02,Stage 2,Elsies River,124
51,2020-01-09,4:02,Stage 2,N1,124
52,2020-01-09,4:02,Stage 2,Plattekloof,124
53,2020-01-09,4:02,Stage 2,Richmond Estate,124
54,2020-01-09,4:02,Stage 2,Tiervlei,124
55,2020-01-09,6:05,Stage 2,AREA 14,136
56,2020-01-09,6:05,Stage 2,Doordekraal,130
57,2020-01-09,6:05,Stage 2,Durbanville,130
58,2020-01-09,6:05,Stage 2,Eversdal,130
59,2020-01-09,6:05,Stage 2,Uitkamp,130
60,2020-01-09,6:05,Stage 2,Westhof,130
61,2020-01-09,6:05,Stage 2,Oakdale,130
62,2020-01-09,8:00,Stage 2,Area 7,132
63,2020-01-09,8:00,Stage 2,Area 15,135
64,2020-01-09,10:00,Stage 2,Area 8,130
65,2020-01-09,10:00,Stage 2,Area 16,137
66,2020-01-09,12:00,Stage 2,Bellvile South,131
67,2020-01-09,12:00,Stage 2,Boston,131
68,2020-01-09,12:00,Stage 2,City (East),131
69,2020-01-09,12:00,Stage 2,Parow South,131
70,2020-01-09,12:00,Stage 2,Sacks circle,131
71,2020-01-09,12:00,Stage 2,Triangle,131
72,2020-01-09,12:00,Stage 2,Tygerberg hospita,131
73,2020-01-09,12:00,Stage 2,Area 9,126
74,2020-01-09,14:00,Stage 2,Brackenfell,120
75,2020-01-09,14:00,Stage 2,Kraaifontein,120
76,2020-01-09,14:00,Stage 2,Langeberg,120
77,2020-01-09,14:00,Stage 2,Langverwacht,120
78,2020-01-09,14:00,Stage 2,Marais,120
79,2020-01-09,14:00,Stage 2,Morgan Gronde,120
80,2020-01-09,14:00,Stage 2,Area 2,132
81,2020-01-09,16:00,Stage 2,Helderberg,120
82,2020-01-09,16:00,Stage 2,Somerset west,120
83,2020-01-09,16:00,Stage 2,Strand,120
84,2020-01-09,16:00,Stage 2,Area 11,134
85,2020-01-09,18:00,Stage 2,Area 12,134
86,2020-01-09,18:00,Stage 2,Area 4,130
87,2020-01-09,20:00,Stage 2,Area 5,130
88,2020-01-09,20:05,Stage 2,Elsies river,123
89,2020-01-09,20:05,Stage 2,N1,123
90,2020-01-09,20:05,Stage 2,Plattekloof,123
91,2020-01-09,20:05,Stage 2,Richmond estate,123
92,2020-01-09,20:05,Stage 2,Tiervlei,123
93,2020-01-09,22:00,Stage 2,Doordekraal,130
94,2020-01-09,22:00,Stage 2,Durbanville,130
95,2020-01-09,22:00,Stage 2,Eversdal,130
96,2020-01-09,22:00,Stage 2,Uitkamp,130
97,2020-01-09,22:00,Stage 2,Westhof,130
98,2020-01-09,22:00,Stage 2,Oakdale,130
99,2020-01-09,22:00,Stage 2,Area 14,133
100,2020-01-10,0:00,Stage 2,Area 7,130
101,2020-01-10,2:05,Stage 2,Area 8,122
102,2020-01-10,2:05,Stage 2,Area 16,126
103,2020-01-10,4:00,Stage 2,Bellville South,128
104,2020-01-10,4:00,Stage 2,Boston,128
105,2020-01-10,4:00,Stage 2,City (East),128
106,2020-01-10,4:00,Stage 2,Parow South,128
107,2020-01-10,4:00,Stage 2,Sacks circle,128
108,2020-01-10,4:00,Stage 2,Triangle,128
109,2020-01-10,4:00,Stage 2,Tygerberg hospital,128
110,2020-01-10,4:00,Stage 2,Area 9,121
111,2020-01-10,6:01,Stage 1,Area 2,127
112,2020-01-10,8:02,Stage 1,Helderberg,128
113,2020-01-10,8:02,Stage 1,Somerset west,128
114,2020-01-10,8:02,Stage 1,Strand,128
115,2020-01-10,10:02,Stage 1,Area 4,130
116,2020-01-10,14:00,Stage 1,Doorderkraal,131
117,2020-01-10,14:00,Stage 1,Durbanville,131
118,2020-01-10,14:00,Stage 1,Eversdal,131
119,2020-01-10,14:00,Stage 1,Uitkamp,131
120,2020-01-10,14:00,Stage 1,Westhof,131
121,2020-01-10,14:00,Stage 1,Oakdale,131
122,2020-01-10,16:00,Stage 1,Area 7,129
123,2020-01-10,18:00,Stage 1,Area 8,126
124,2020-01-10,20:00,Stage 1,Area 9,125
125,2020-01-10,22:00,Stage 1,Brackenfell,66
126,2020-01-10,22:00,Stage 1,Kraaifontein,65
127,2020-01-10,22:00,Stage 1,Langeberg,64
128,2020-01-10,22:00,Stage 1,Langverwacht,63
129,2020-01-10,22:00,Stage 1,Marais,63
130,2020-01-10,22:00,Stage 1,Morgan gronde,60
131,2020-01-30,21:00,Stage 2,CENTURY CITY 1,69
132,2020-01-30,21:00,Stage 2,CENTURY CITY 2,68
133,2020-01-30,21:00,Stage 2,KENSINGTON 1,69
134,2020-01-30,21:00,Stage 2,KENSINGTON 2,70
135,2020-01-30,21:00,Stage 2,MILNERTON 1,71
136,2020-01-30,21:00,Stage 2,MONTAGUE GARDENS 2,67
137,2020-01-30,21:00,Stage 2,BRACKENFELL,70
138,2020-01-30,21:00,Stage 2,KRAAIFONTEIN,70
139,2020-01-30,21:00,Stage 2,LANGEBERG,70
140,2020-01-30,21:00,Stage 2,LANGVERWACHT,70
141,2020-01-30,21:00,Stage 2,MARAIS,60
142,2020-01-30,21:00,Stage 2,MORGAN GRONDE,60
143,2020-01-30,22:00,Stage 2,HELDERBERG,132
144,2020-01-30,22:00,Stage 2,SOMERSET WEST,132
145,2020-01-30,22:00,Stage 2,STRAND,132
146,2020-01-30,22:00,Stage 2,BISSCHOP ROAD 1,132
147,2020-01-30,22:00,Stage 2,BISSCHOP ROAD 2,132
148,2020-01-30,22:00,Stage 2,CONSTANTIA 1,130
149,2020-01-30,22:00,Stage 2,CONSTANTIA 2,130
150,2020-01-30,22:00,Stage 2,PIERS ROAD 1,129
151,2020-01-30,22:00,Stage 2,PIERS ROAD 2,129
152,2020-01-30,22:00,Stage 2,RETREAT 1,135
153,2020-01-30,22:00,Stage 2,RETREAT 2,133
154,2020-01-30,22:00,Stage 2,ROSMEAD AVENUE 1,128
155,2020-01-30,22:00,Stage 2,ROSMEAD AVENUE 2,128
156,2020-01-31,0:00,Stage 2,Area 4,136
157,2020-01-31,0:00,Stage 2,Area 12,140
158,2020-01-31,2:00,Stage 2,ELSIES RIVER,120
159,2020-01-31,2:00,Stage 2,N1,120
160,2020-01-31,2:00,Stage 2,PLATTEKLOOF,120
161,2020-01-31,2:00,Stage 2,RICHMOND ESTATE,120
162,2020-01-31,2:00,Stage 2,TIERVLEI,120
163,2020-01-31,2:00,Stage 2,Area 5,133
164,2020-01-31,4:00,Stage 2,DOORDEKRAAL,113
165,2020-01-31,4:00,Stage 2,DURBANVILLE,113
166,2020-01-31,4:00,Stage 2,EVERSDAL,113
167,2020-01-31,4:00,Stage 2,UITKAMP,113
168,2020-01-31,4:00,Stage 2,WESTHOF,113
169,2020-01-31,4:00,Stage 2,OAKDALE,113
170,2020-01-31,4:00,Stage 2,Area 14,113
171,2020-01-31,10:00,Stage 2,Area 1,120
172,2020-01-31,10:00,Stage 2,Area 9,123
173,2020-01-31,12:00,Stage 2,Area 10,120
174,2020-01-31,12:00,Stage 2,Area 2,128
175,2020-01-31,14:00,Stage 2,Area 3,120
176,2020-01-31,14:00,Stage 2,Area 11,132
177,2020-01-31,16:00,Stage 2,Area 12,137
178,2020-01-31,16:00,Stage 2,Area 4,130
179,2020-01-31,18:00,Stage 2,Area 5,130
180,2020-01-31,20:00,Stage 2,Area 14,155
181,2020-01-31,22:00,Stage 2,Area 15,136
182,2020-01-31,22:00,Stage 2,Area 7,132
183,2020-02-01,0:00,Stage 2,Area 9,126
184,2020-02-01,0:00,Stage 2,Area 1,122
185,2020-02-01,2:00,Stage 2,Area 10,130
186,2020-02-01,2:00,Stage 2,Area 2,125
187,2020-02-01,4:00,Stage 2,Area 3,132
188,2020-02-01,4:00,Stage 2,Area 11,126
189,2020-02-01,6:00,Stage 2,Area 4,119
190,2020-02-01,6:00,Stage 2,Area 12,122
191,2020-02-01,8:00,Stage 2,Area 13,130
192,2020-02-01,8:00,Stage 2,Area 5,125
193,2020-02-01,10:00,Stage 2,Area 6,130
194,2020-02-01,10:00,Stage 2,Area 14,130
195,2020-02-01,12:00,Stage 2,Area7,136
196,2020-02-01,12:00,Stage 2,Area 15,136
197,2020-02-01,14:00,Stage 2,Area 8,130
198,2020-02-01,14:00,Stage 2,Area 16,129
199,2020-02-01,16:00,Stage 2,Area 1,129
200,2020-02-01,16:00,Stage 2,Area 9,125
201,2020-02-01,18:00,Stage 2,Area 10,130
202,2020-02-01,18:00,Stage 2,Area 2,123
203,2020-02-01,20:00,Stage 2,Area 3,129
204,2020-02-01,20:00,Stage 2,Area 11,128
205,2020-02-01,22:00,Stage 2,Area 4,125
206,2020-02-01,22:00,Stage 2,Area 12,128
207,2020-02-02,0:00,Stage 2,Area 13,135
208,2020-02-02,0:00,Stage 2,Area 5,135
209,2020-02-02,2:00,Stage 2,Area 14,133
210,2020-02-02,2:00,Stage 2,Area 6,125
211,2020-02-02,4:00,Stage 2,Area 15,140
212,2020-02-02,4:00,Stage 2,Area 7,131
213,2020-02-02,6:00,Stage 2,Area 16,131
214,2020-02-02,6:00,Stage 2,Area 8,128
215,2020-02-02,8:00,Stage 2,Area 1,132
216,2020-02-02,8:00,Stage 2,Area 9,131
217,2020-02-02,10:00,Stage 2,Area 10,126
218,2020-02-02,10:00,Stage 2,Area 2,122
219,2020-02-02,12:00,Stage 2,Area 3,131
220,2020-02-02,12:00,Stage 2,Area 11,126
221,2020-02-02,14:00,Stage 2,Area 12,131
222,2020-02-02,16:00,Stage 2,Area 13,120
223,2020-02-02,16:00,Stage 2,Area 5,133
224,2020-02-02,18:00,Stage 2,Area 6,120
225,2020-02-02,18:00,Stage 2,Area 14,132
226,2020-02-02,20:00,Stage 2,Area 7,126
227,2020-02-02,20:00,Stage 2,Area 15,129
228,2020-02-02,22:00,Stage 2,Area 8,130
229,2020-02-02,22:00,Stage 2,Area 16,124
230,2020-02-03,0:00,Stage 2,Area 1,120
231,2020-02-03,0:00,Stage 2,Area 9,124
232,2020-02-03,2:00,Stage 2,Area 10,150
233,2020-02-03,2:00,Stage 2,Area 2,125
234,2020-02-03,4:00,Stage 2,Area 3,150
235,2020-02-03,4:00,Stage 2,Area 11,116
236,2020-02-03,9:00,Stage 2,Area 5,70
237,2020-02-03,9:00,Stage 2,Area 13,58
238,2020-02-03,10:00,Stage 2,Area 6,135
239,2020-02-03,10:00,Stage 2,Area 14,136
240,2020-02-03,12:00,Stage 2,Area 7,126
241,2020-02-03,12:00,Stage 2,Area 15,134
242,2020-02-03,14:00,Stage 2,Area 8,130
243,2020-02-03,14:00,Stage 2,Area 16,125
244,2020-02-03,18:00,Stage 2,Area 10,128
245,2020-02-03,18:00,Stage 2,Area 2,124
246,2020-02-03,20:00,Stage 2,Area 3,130
247,2020-02-03,20:00,Stage 2,Area 11,136
248,2020-02-03,22:00,Stage 2,Area 4,124
249,2020-02-03,22:00,Stage 2,Area 12,130
250,2020-02-04,0:00,Stage 1,Area 5,127
251,2020-02-04,2:00,Stage 2,Area 16,132
252,2020-02-04,2:00,Stage 2,Area 14,130
253,2020-02-04,4:00,Stage 2,Area 7,79
254,2020-02-04,4:00,Stage 2,Area 15,100
255,2020-02-04,9:00,Stage 2,Area 1,70
256,2020-02-04,9:00,Stage 2,Area 9,65
257,2020-02-04,10:00,Stage 2,Area 10,133
258,2020-02-04,10:00,Stage 2,Area 2,127
259,2020-02-04,12:00,Stage 2,Area 3,127
260,2020-02-04,12:00,Stage 2,Area 11,175
261,2020-02-04,14:00,Stage 2,Area 4,130
262,2020-02-04,14:00,Stage 2,Area 12,134
263,2020-02-04,16:00,Stage 2,Area 5,126
264,2020-02-04,16:00,Stage 2,Area 13,138
265,2020-02-04,18:00,Stage 2,Area 6,130
266,2020-02-04,18:00,Stage 2,Area 14,125
267,2020-02-04,20:00,Stage 2,Area 7,131
268,2020-02-04,20:00,Stage 2,Area 15,123
269,2020-02-04,22:00,Stage 2,Area 8,148
270,2020-02-04,22:00,Stage 2,Area 16,134
271,2020-02-05,0:00,Stage 2,Area 10,130
272,2020-02-05,0:00,Stage 2,Area 2,126
273,2020-02-05,2:00,Stage 2,Area 13,133
274,2020-02-05,2:00,Stage 2,Area 11,131
275,2020-02-05,4:00,Stage 2,Area 4,124
276,2020-02-05,4:00,Stage 2,Area 12,127
277,2020-02-05,6:00,Stage 2,Area 13,135
278,2020-02-05,6:00,Stage 2,Area 5,145
279,2020-02-05,8:00,Stage 2,Area 6,140
280,2020-02-05,8:00,Stage 2,Area 14,140
281,2020-02-05,10:00,Stage 2,Area 7,126
282,2020-02-05,10:00,Stage 2,Area 15,130
283,2020-02-05,12:00,Stage 2,Area 8,125
284,2020-02-05,12:00,Stage 2,Area 16,129
285,2020-02-05,14:00,Stage 2,Area 1,130
286,2020-02-05,14:00,Stage 2,Area 9,122
287,2020-02-05,16:00,Stage 2,Area 10,130
288,2020-02-05,16:00,Stage 2,Area 2,126
289,2020-02-05,18:00,Stage 2,Area 3,132
290,2020-02-05,18:00,Stage 2,Area 11,126
291,2020-02-05,20:00,Stage 2,Area 4,125
292,2020-02-05,20:00,Stage 2,Area 12,125
293,2020-02-05,22:00,Stage 2,Area 13,119
294,2020-02-05,22:00,Stage 2,Area 5,120
295,2020-02-06,0:00,Stage 2,Area 6,130
296,2020-02-06,0:00,Stage 2,Area 14,130
297,2020-02-06,2:00,Stage 2,Area 7,127
298,2020-02-06,2:00,Stage 2,Area 15,117
299,2020-02-06,4:00,Stage 2,Area 8,130
300,2020-02-06,4:00,Stage 2,Area 16,122
301,2020-02-06,6:00,Stage 2,Area 1,130
302,2020-02-06,6:00,Stage 2,Area 9,122
303,2020-02-06,8:00,Stage 2,Area 10,125
304,2020-02-06,8:00,Stage 2,Area 2,129
305,2020-02-06,10:00,Stage 2,Area 3,130
306,2020-02-06,10:00,Stage 2,Area 11,128
307,2020-02-06,12:00,Stage 2,Area 4,123
308,2020-02-06,12:00,Stage 2,Area 12,129
309,2020-02-06,14:00,Stage 2,Area 13,143
310,2020-02-06,14:00,Stage 2,Area 5,129
311,2020-02-06,16:00,Stage 2,Area 6,131
312,2020-02-06,16:00,Stage 2,Area 14,130
313,2020-02-06,18:00,Stage 2,Area 7,127
314,2020-02-06,18:00,Stage 2,Area 15,123
315,2020-02-06,20:00,Stage 2,Area 8,137
316,2020-02-06,20:00,Stage 2,Area 16,129
317,2020-02-06,22:00,Stage 2,Area 1,120
318,2020-02-06,22:00,Stage 2,Area 9,128
319,2020-02-07,0:00,Stage 2,Area 10,120
320,2020-02-07,0:00,Stage 2,Area 2,130
321,2020-02-07,2:00,Stage 2,Area 3,130
322,2020-02-07,2:00,Stage 2,Area 11,133
323,2020-02-07,4:00,Stage 2,Area 4,125
324,2020-02-07,4:00,Stage 2,Area 12,127
325,2020-02-07,6:00,Stage 2,Area 13,147
326,2020-02-07,6:00,Stage 2,Area 5,145
327,2020-02-07,8:00,Stage 2,Area 6,143
328,2020-02-07,8:00,Stage 2,Area 14,138
329,2020-02-07,10:00,Stage 2,Area 7,122
330,2020-02-07,10:00,Stage 2,Area 15,123
331,2020-02-07,12:00,Stage 2,Area 8,127
332,2020-02-07,12:00,Stage 2,Area 16,129
333,2020-02-07,14:00,Stage 2,Area 1,128
334,2020-02-07,14:00,Stage 2,Area 9,126
335,2020-02-07,16:00,Stage 2,Area 10,126
336,2020-02-07,16:00,Stage 2,Area 2,126
337,2020-02-07,18:00,Stage 2,Area 3,138
338,2020-02-07,18:00,Stage 2,Area 11,137
339,2020-02-07,20:10,Stage 2,Area 4,119
340,2020-02-07,20:10,Stage 2,Area 12,124
341,2020-02-07,22:00,Stage 2,Area 13,130
342,2020-02-07,22:00,Stage 2,Area 5,135
343,2020-02-08,0:00,Stage 2,Area 6,136
344,2020-02-08,0:00,Stage 2,Area 14,125
345,2020-02-08,2:04,Stage 2,Area 7,133
346,2020-02-08,2:04,Stage 2,Area 15,136
347,2020-02-08,4:03,Stage 2,Area 8,121
348,2020-02-08,4:03,Stage 2,Area 16,127
349,2020-02-08,6:00,Stage 2,Area 1,137
350,2020-02-08,6:00,Stage 2,Area 9,125
351,2020-02-08,8:00,Stage 2,Area 2,128
352,2020-02-08,8:00,Stage 2,Area 10,132
353,2020-02-08,10:02,Stage 2,Area 11,129
354,2020-02-08,10:02,Stage 2,Area 3,111
355,2020-02-08,12:08,Stage 2,Area 4,121
356,2020-02-08,12:08,Stage 2,Area 12,127
357,2020-02-08,14:02,Stage 2,Area 5,126
358,2020-02-08,14:02,Stage 2,Area 13,126
359,2020-02-08,16:02,Stage 2,Area 6,134
360,2020-02-08,16:02,Stage 2,Area 14,162
361,2020-02-08,18:08,Stage 2,Area 7,137
362,2020-02-08,18:08,Stage 2,Area 15,134
363,2020-02-08,20:06,Stage 2,Area 8,121
364,2020-02-08,20:06,Stage 2,Area 16,126
365,2020-02-08,22:01,Stage 2,Area 1,119
366,2020-02-08,22:01,Stage 2,Area 9,127
367,2020-02-09,0:00,Stage 2,Area 3,125
368,2020-02-09,0:00,Stage 2,Area 11,125
369,2020-02-09,2:02,Stage 2,Area 4,126
370,2020-02-09,2:02,Stage 2,Area 12,129
371,2020-02-09,4:00,Stage 2,Area 13,120
372,2020-02-09,4:00,Stage 2,Area 5,126
373,2020-02-09,6:00,Stage 2,Area 6,129
374,2020-02-09,6:00,Stage 2,Area 14,132
375,2020-02-09,8:04,Stage 2,Area 15,128
376,2020-02-09,8:04,Stage 2,Area 7,129
377,2020-02-09,10:06,Stage 2,Area 8,127
378,2020-02-09,10:06,Stage 2,Area 16,119
379,2020-02-09,12:01,Stage 2,Area 9,127
380,2020-02-09,12:01,Stage 2,Area 1,121
381,2020-02-09,14:00,Stage 2,Area 10,127
382,2020-02-09,14:00,Stage 2,Area 2,128
383,2020-02-09,16:00,Stage 2,Area 3,128
384,2020-02-09,16:00,Stage 2,Area 11,125
385,2020-02-09,18:02,Stage 1,Area 4,130
386,2020-02-09,20:02,Stage 2,Area 13,28
387,2020-02-09,20:02,Stage 2,Area 5,38
388,2020-02-10,9:01,Stage 1,Area 3,67
389,2020-02-10,10:04,Stage 1,Area 4,129
390,2020-02-10,12:07,Stage 1,Area 5,123
391,2020-02-10,14:00,Stage 1,Area 6,132
392,2020-02-10,16:00,Stage 1,Area 7,130
393,2020-02-10,18:00,Stage 2,Area 8,130
394,2020-02-10,18:00,Stage 2,Area 12,130
395,2020-02-10,20:06,Stage 1,Area 9,117
396,2020-02-10,22:00,Stage 1,Area 10,131
397,2020-02-11,0:07,Stage 1,Area 11,121
398,2020-02-11,2:01,Stage 1,Area 12,126
399,2020-02-11,4:00,Stage 1,Area 13,120
400,2020-02-11,9:00,Stage 1,Area 15,65
401,2020-02-11,10:01,Stage 1,Area 15,128
402,2020-02-11,12:00,Stage 1,Area 1,135
403,2020-02-11,14:05,Stage 1,Area 2,122
404,2020-02-11,16:01,Stage 1,Area 3,124
405,2020-02-11,18:00,Stage 1,Area 4,135
406,2020-02-11,20:07,Stage 1,Area 5,58
407,2020-02-14,21:04,Stage 2,Area 10,64
408,2020-02-14,21:04,Stage 2,Area 2,68
409,2020-02-14,22:00,Stage 2,Area 3,132
410,2020-02-14,22:00,Stage 2,Area 11,124
411,2020-02-15,0:04,Stage 2,Area 4,132
412,2020-02-15,0:04,Stage 2,Area 12,128
413,2020-02-15,2:02,Stage 2,Area 5,133
414,2020-02-15,2:02,Stage 2,Area 13,133
415,2020-02-15,4:02,Stage 2,Area 6,133
416,2020-02-15,4:02,Stage 2,Area 14,128
417,2020-02-15,6:06,Stage 2,Area 7,126
418,2020-02-15,6:06,Stage 2,Area 15,131
419,2020-02-15,8:08,Stage 3,Area 8,119
420,2020-02-15,8:08,Stage 3,Area 12,126
421,2020-02-15,8:08,Stage 3,Area 16,132
422,2020-02-15,10:01,Stage 3,Area 1,129
423,2020-02-15,10:01,Stage 3,Area 13,134
424,2020-02-15,10:01,Stage 3,Area 9,138
425,2020-02-15,12:16,Stage 3,Area 10,125
426,2020-02-15,12:16,Stage 3,Area 2,112
427,2020-02-15,12:16,Stage 3,Area 14,120
428,2020-02-15,14:00,Stage 3,Area 3,129
429,2020-02-15,14:00,Stage 3,Area 11,128
430,2020-02-15,14:00,Stage 3,Area 15,128
431,2020-02-15,16:00,Stage 3,Area 4,120
432,2020-02-15,16:00,Stage 3,Area 12,120
433,2020-02-15,16:00,Stage 3,Area 16,120
434,2020-02-15,18:01,Stage 3,Area 13,119
435,2020-02-15,18:01,Stage 3,Area 5,138
436,2020-02-15,18:01,Stage 3,Area 1,120
437,2020-02-15,20:12,Stage 2,Area 2,124
438,2020-02-15,20:12,Stage 2,Area 14,127
439,2020-02-15,22:11,Stage 3,Area 3,120
440,2020-02-15,22:11,Stage 3,Area 7,122
441,2020-02-15,22:11,Stage 3,Area 15,127
442,2020-02-16,0:02,Stage 3,Area 4,138
443,2020-02-16,0:02,Stage 3,Area 8,133
444,2020-02-16,0:02,Stage 3,Area 16,141
445,2020-02-16,2:06,Stage 3,Area 1,133
446,2020-02-16,2:06,Stage 3,Area 5,130
447,2020-02-16,2:06,Stage 3,Area 9,123
448,2020-02-16,4:00,Stage 3,Area 6,135
449,2020-02-16,4:00,Stage 3,Area 10,130
450,2020-02-16,4:00,Stage 3,Area 2,134
451,2020-02-16,6:04,Stage 3,Area 3,135
452,2020-02-16,6:04,Stage 3,Area 7,138
453,2020-02-16,6:04,Stage 3,Area 11,145
454,2020-02-16,8:08,Stage 3,Area 4,125
455,2020-02-16,8:08,Stage 3,Area 8,61
456,2020-02-16,8:08,Stage 3,Area 12,128
457,2020-02-16,10:05,Stage 2,Area 13,132
458,2020-02-16,10:05,Stage 2,Area 5,124
459,2020-02-16,12:06,Stage 1,Area 14,125
460,2020-02-16,14:00,Stage 2,Area 7,123
461,2020-02-16,14:00,Stage 2,Area 15,120
462,2020-02-16,16:00,Stage 2,Area 8,128
463,2020-02-16,16:00,Stage 2,Area 16,132
464,2020-02-16,18:00,Stage 2,Area 1,130
465,2020-02-16,18:00,Stage 2,Area 9,127
466,2020-02-16,20:01,Stage 2,Area 10,61
467,2020-02-16,20:01,Stage 2,Area 2,59
468,2020-02-20,9:00,Stage 2,Area 9,71
469,2020-02-20,9:00,Stage 2,Area 1,68
470,2020-02-20,10:00,Stage 2,Area 10,130
471,2020-02-20,10:00,Stage 2,Area 2,128
472,2020-02-20,12:00,Stage 2,Area 3,130
473,2020-02-20,12:00,Stage 2,Area 11,132
474,2020-02-20,14:00,Stage 2,Area 4,136
475,2020-02-20,14:00,Stage 2,Zrea 12,129
476,2020-02-20,16:05,Stage 2,Area 5,137
477,2020-02-20,16:05,Stage 2,Area 13,127
478,2020-02-20,18:03,Stage 2,Area 6,130
479,2020-02-20,18:03,Stage 2,Area 14,126
480,2020-02-20,20:02,Stage 2,Area 7,130
481,2020-02-20,20:02,Stage 2,Area 15,127
482,2020-02-20,22:05,Stage 2,Area 8,129
483,2020-02-20,22:05,Stage 2,Area 16,123
484,2020-02-21,0:00,Stage 2,Area 10,130
485,2020-02-21,0:00,Stage 2,Area 2,130
486,2020-02-21,2:00,Stage 2,Area 3,130
487,2020-02-21,2:00,Stage 2,Area 11,131
488,2020-02-21,4:00,Stage 2,Area 4,133
489,2020-02-21,4:00,Stage 2,Area 14,137
490,2020-02-21,6:00,Stage 2,Area 13,134
491,2020-02-21,6:00,Stage 2,Area 5,134
492,2020-02-21,8:00,Stage 2,Area 6,130
493,2020-02-21,8:00,Stage 2,Area 14,135
494,2020-02-21,10:00,Stage 2,Area 7,142
495,2020-02-21,10:00,Stage 2,Area 15,132
496,2020-02-21,12:00,Stage 2,Area 8,127
497,2020-02-21,12:00,Stage 2,Area 16,134
498,2020-02-21,14:00,Stage 2,Area 1,127
499,2020-02-21,14:00,Stage 2,Area 9,131
500,2020-02-21,16:00,Stage 2,Area 10,130
501,2020-02-21,16:00,Stage 2,Area 2,130
502,2020-02-21,18:00,Stage 2,Area 3,125
503,2020-02-21,18:00,Stage 2,Area 11,128
504,2020-02-21,20:00,Stage 2,Area 12,130
505,2020-02-21,20:00,Stage 2,Area 4,130
506,2020-02-21,22:00,Stage 2,Area 13,125
507,2020-02-21,22:00,Stage 2,Area 2,120
508,2020-02-22,0:00,Stage 2,Area 6,130
509,2020-02-22,0:00,Stage 2,Area 14,130
510,2020-02-22,2:00,Stage 2,Area 15,130
511,2020-02-22,2:00,Stage 2,Area 7,130
512,2020-02-22,4:00,Stage 2,Area 16,120
513,2020-02-22,4:00,Stage 2,Area 8,123
514,2020-02-22,6:00,Stage 2,Area 1,130
515,2020-02-22,6:00,Stage 2,Area 9,128
516,2020-02-22,8:00,Stage 2,Area 10,127
517,2020-02-22,8:00,Stage 2,Area 2,130
518,2020-02-22,10:00,Stage 2,Area 3,127
519,2020-02-22,12:00,Stage 2,Area 4,128
520,2020-02-22,12:00,Stage 2,Area 12,130
521,2020-02-22,14:00,Stage 2,Area 13,125
522,2020-02-22,14:00,Stage 2,Area 5,130
523,2020-02-22,16:00,Stage 2,Area 14,65
524,2020-03-07,6:00,Stage 1,Area 5,145
525,2020-03-09,9:12,Stage 1,Area 7,62
526,2020-03-09,10:04,Stage 1,Area 8,121
527,2020-03-09,12:00,Stage 1,Area 9,127
